,Techniques,Rule
12136,T1134.002,Resources/sigma-master/rules/windows/builtin/win_meterpreter_or_cobaltstrike_getsystem_service_installation.yml
12137,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_susp_ntlm_auth.yml
12138,T1075,Resources/sigma-master/rules/windows/builtin/win_susp_ntlm_auth.yml
12139,T1550.002,Resources/sigma-master/rules/windows/builtin/win_susp_ntlm_auth.yml
12140,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_obfuscated_iex_services.yml
12141,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_obfuscated_iex_services.yml
12142,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_admin_rdp_login.yml
12143,T1078,Resources/sigma-master/rules/windows/builtin/win_admin_rdp_login.yml
12144,T1078.001,Resources/sigma-master/rules/windows/builtin/win_admin_rdp_login.yml
12145,T1078.002,Resources/sigma-master/rules/windows/builtin/win_admin_rdp_login.yml
12146,T1078.003,Resources/sigma-master/rules/windows/builtin/win_admin_rdp_login.yml
12147,car.2016-04-005,Resources/sigma-master/rules/windows/builtin/win_admin_rdp_login.yml
12148,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_vul_cve_2020_1472.yml
12149,persisTence,Resources/sigma-master/rules/windows/builtin/win_susp_add_domain_trust.yml
12150,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_mshta_services.yml
12151,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_mshta_services.yml
12152,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_mshta_services.yml
12153,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_mshta_services.yml
12154,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_etw_modification.yml
12155,T1112,Resources/sigma-master/rules/windows/builtin/win_etw_modification.yml
12156,discovery,Resources/sigma-master/rules/windows/builtin/win_aadhealth_svc_agent_regkey_access.yml
12157,T1012,Resources/sigma-master/rules/windows/builtin/win_aadhealth_svc_agent_regkey_access.yml
12158,persisTence,Resources/sigma-master/rules/windows/builtin/win_user_creation.yml
12159,T1136,Resources/sigma-master/rules/windows/builtin/win_user_creation.yml
12160,T1136.001,Resources/sigma-master/rules/windows/builtin/win_user_creation.yml
12161,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_security_metasploit_or_impacket_smb_psexec_service_install.yml
12162,T1021.002,Resources/sigma-master/rules/windows/builtin/win_security_metasploit_or_impacket_smb_psexec_service_install.yml
12163,T1570,Resources/sigma-master/rules/windows/builtin/win_security_metasploit_or_impacket_smb_psexec_service_install.yml
12164,execuTion,Resources/sigma-master/rules/windows/builtin/win_security_metasploit_or_impacket_smb_psexec_service_install.yml
12165,T1569.002,Resources/sigma-master/rules/windows/builtin/win_security_metasploit_or_impacket_smb_psexec_service_install.yml
12166,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_clip_services_security.yml
12167,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_clip_services_security.yml
12168,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_clip_services_security.yml
12169,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_clip_services_security.yml
12170,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_transferring_files_with_credential_data_via_network_shares.yml
12171,T1003,Resources/sigma-master/rules/windows/builtin/win_transferring_files_with_credential_data_via_network_shares.yml
12172,T1003.002,Resources/sigma-master/rules/windows/builtin/win_transferring_files_with_credential_data_via_network_shares.yml
12173,T1003.001,Resources/sigma-master/rules/windows/builtin/win_transferring_files_with_credential_data_via_network_shares.yml
12174,T1003.003,Resources/sigma-master/rules/windows/builtin/win_transferring_files_with_credential_data_via_network_shares.yml
12175,persisTence,Resources/sigma-master/rules/windows/builtin/win_exchange_transportagent.yml
12176,T1505.002,Resources/sigma-master/rules/windows/builtin/win_exchange_transportagent.yml
12177,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_root_certificate_installed.yml
12178,T1553.004,Resources/sigma-master/rules/windows/builtin/win_root_certificate_installed.yml
12179,iniTial_access,Resources/sigma-master/rules/windows/builtin/win_iso_mount.yml
12180,T1566.001,Resources/sigma-master/rules/windows/builtin/win_iso_mount.yml
12181,execuTion,Resources/sigma-master/rules/windows/builtin/win_rare_schtasks_creations.yml
12182,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_rare_schtasks_creations.yml
12183,persisTence,Resources/sigma-master/rules/windows/builtin/win_rare_schtasks_creations.yml
12184,T1053,Resources/sigma-master/rules/windows/builtin/win_rare_schtasks_creations.yml
12185,car.2013-08-001,Resources/sigma-master/rules/windows/builtin/win_rare_schtasks_creations.yml
12186,T1053.005,Resources/sigma-master/rules/windows/builtin/win_rare_schtasks_creations.yml
12187,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_overpass_the_hash.yml
12188,T1075,Resources/sigma-master/rules/windows/builtin/win_overpass_the_hash.yml
12189,s0002,Resources/sigma-master/rules/windows/builtin/win_overpass_the_hash.yml
12190,T1550.002,Resources/sigma-master/rules/windows/builtin/win_overpass_the_hash.yml
12191,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_metasploit_authentication.yml
12192,T1077,Resources/sigma-master/rules/windows/builtin/win_metasploit_authentication.yml
12193,T1021.002,Resources/sigma-master/rules/windows/builtin/win_metasploit_authentication.yml
12194,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_scm_database_privileged_operation.yml
12195,T1548,Resources/sigma-master/rules/windows/builtin/win_scm_database_privileged_operation.yml
12196,persisTence,Resources/sigma-master/rules/windows/builtin/win_apt_slingshot.yml
12197,s0111,Resources/sigma-master/rules/windows/builtin/win_apt_slingshot.yml
12198,persisTence,Resources/sigma-master/rules/windows/builtin/win_apt_stonedrill.yml
12199,g0064,Resources/sigma-master/rules/windows/builtin/win_apt_stonedrill.yml
12200,T1050,Resources/sigma-master/rules/windows/builtin/win_apt_stonedrill.yml
12201,T1543.003,Resources/sigma-master/rules/windows/builtin/win_apt_stonedrill.yml
12202,T1089,Resources/sigma-master/rules/windows/builtin/win_user_driver_loaded.yml
12203,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_user_driver_loaded.yml
12204,T1562.001,Resources/sigma-master/rules/windows/builtin/win_user_driver_loaded.yml
12205,persisTence,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_single_source2.yml
12206,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_single_source2.yml
12207,T1078,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_single_source2.yml
12208,T1071,Resources/sigma-master/rules/windows/builtin/win_susp_ldap_dataexchange.yml
12209,T1001.003,Resources/sigma-master/rules/windows/builtin/win_susp_ldap_dataexchange.yml
12210,command_and_conTrol,Resources/sigma-master/rules/windows/builtin/win_susp_ldap_dataexchange.yml
12211,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_eventlog_cleared.yml
12212,T1070,Resources/sigma-master/rules/windows/builtin/win_susp_eventlog_cleared.yml
12213,T1070.001,Resources/sigma-master/rules/windows/builtin/win_susp_eventlog_cleared.yml
12214,car.2016-04-002,Resources/sigma-master/rules/windows/builtin/win_susp_eventlog_cleared.yml
12215,persisTence,Resources/sigma-master/rules/windows/builtin/win_account_backdoor_dcsync_rights.yml
12216,T1098,Resources/sigma-master/rules/windows/builtin/win_account_backdoor_dcsync_rights.yml
12217,persisTence,Resources/sigma-master/rules/windows/builtin/win_susp_local_anon_logon_created.yml
12218,T1136,Resources/sigma-master/rules/windows/builtin/win_susp_local_anon_logon_created.yml
12219,T1136.001,Resources/sigma-master/rules/windows/builtin/win_susp_local_anon_logon_created.yml
12220,T1136.002,Resources/sigma-master/rules/windows/builtin/win_susp_local_anon_logon_created.yml
12221,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_dhcp_config.yml
12222,T1073,Resources/sigma-master/rules/windows/builtin/win_susp_dhcp_config.yml
12223,T1574.002,Resources/sigma-master/rules/windows/builtin/win_susp_dhcp_config.yml
12224,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_stdin_services.yml
12225,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_stdin_services.yml
12226,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_stdin_services.yml
12227,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_stdin_services.yml
12228,discovery,Resources/sigma-master/rules/windows/builtin/win_sam_registry_hive_handle_request.yml
12229,T1012,Resources/sigma-master/rules/windows/builtin/win_sam_registry_hive_handle_request.yml
12230,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_sam_registry_hive_handle_request.yml
12231,T1552.002,Resources/sigma-master/rules/windows/builtin/win_sam_registry_hive_handle_request.yml
12232,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_mshta_execution.yml
12233,T1140,Resources/sigma-master/rules/windows/builtin/win_susp_mshta_execution.yml
12234,T1218.005,Resources/sigma-master/rules/windows/builtin/win_susp_mshta_execution.yml
12235,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_register_new_logon_process_by_rubeus.yml
12236,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_register_new_logon_process_by_rubeus.yml
12237,T1208,Resources/sigma-master/rules/windows/builtin/win_register_new_logon_process_by_rubeus.yml
12238,T1558.003,Resources/sigma-master/rules/windows/builtin/win_register_new_logon_process_by_rubeus.yml
12239,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_suspicious_outbound_kerberos_connection.yml
12240,T1208,Resources/sigma-master/rules/windows/builtin/win_suspicious_outbound_kerberos_connection.yml
12241,T1558.003,Resources/sigma-master/rules/windows/builtin/win_suspicious_outbound_kerberos_connection.yml
12242,execuTion,Resources/sigma-master/rules/windows/builtin/win_exploit_cve_2021_1675_printspooler_operational.yml
12243,T1078,Resources/sigma-master/rules/windows/builtin/win_susp_logon_explicit_credentials.yml
12244,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_susp_logon_explicit_credentials.yml
12245,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
12246,execuTion,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
12247,T1077,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
12248,T1021.002,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
12249,T1035,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
12250,T1569.002,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
12251,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_obfuscated_iex_services_security.yml
12252,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_obfuscated_iex_services_security.yml
12253,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_dpapi_domain_masterkey_backup_attempt.yml
12254,T1003,Resources/sigma-master/rules/windows/builtin/win_dpapi_domain_masterkey_backup_attempt.yml
12255,T1003.004,Resources/sigma-master/rules/windows/builtin/win_dpapi_domain_masterkey_backup_attempt.yml
12256,T1068,Resources/sigma-master/rules/windows/builtin/win_privesc_cve_2020_1472.yml
12257,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_privesc_cve_2020_1472.yml
12258,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_dns_config.yml
12259,T1073,Resources/sigma-master/rules/windows/builtin/win_susp_dns_config.yml
12260,T1574.002,Resources/sigma-master/rules/windows/builtin/win_susp_dns_config.yml
12261,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_sysmon_channel_reference_deletion.yml
12262,T1112,Resources/sigma-master/rules/windows/builtin/win_sysmon_channel_reference_deletion.yml
12263,discovery,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
12264,execuTion,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
12265,T1087,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
12266,T1075,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
12267,T1114,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
12268,T1059,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
12269,T1550.002,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
12270,execuTion,Resources/sigma-master/rules/windows/builtin/win_mmc20_lateral_movement.yml
12271,T1175,Resources/sigma-master/rules/windows/builtin/win_mmc20_lateral_movement.yml
12272,T1021.003,Resources/sigma-master/rules/windows/builtin/win_mmc20_lateral_movement.yml
12273,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
12274,T1112,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
12275,discovery,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
12276,T1012,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
12277,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
12278,T1552.002,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
12279,s0075,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
12280,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_ad_object_writedac_access.yml
12281,T1222,Resources/sigma-master/rules/windows/builtin/win_ad_object_writedac_access.yml
12282,T1222.001,Resources/sigma-master/rules/windows/builtin/win_ad_object_writedac_access.yml
12283,s0002,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12284,T1003,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12285,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12286,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12287,car.2013-07-001,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12288,car.2019-04-004,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12289,T1003.002,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12290,T1003.004,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12291,T1003.001,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12292,T1003.006,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
12293,collecTion,Resources/sigma-master/rules/windows/builtin/win_susp_raccess_sensitive_fext.yml
12294,T1039,Resources/sigma-master/rules/windows/builtin/win_susp_raccess_sensitive_fext.yml
